,Yields,Predicted Yields
0,AVERAGE YIELD,GOOD YIELD
1,POOR YIELD,POOR YIELD
2,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
3,BELOW AVERAGE YIELD,POOR YIELD
4,AVERAGE YIELD,GOOD YIELD
5,BELOW AVERAGE YIELD,GOOD YIELD
6,AVERAGE YIELD,GOOD YIELD
7,GOOD YIELD,POOR YIELD
8,POOR YIELD,GOOD YIELD
9,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
10,POOR YIELD,GOOD YIELD
11,GOOD YIELD,GOOD YIELD
12,GOOD YIELD,POOR YIELD
13,GOOD YIELD,GOOD YIELD
14,AVERAGE YIELD,GOOD YIELD
15,GOOD YIELD,GOOD YIELD
16,GOOD YIELD,AVERAGE YIELD
17,GOOD YIELD,GOOD YIELD
18,BELOW AVERAGE YIELD,POOR YIELD
19,POOR YIELD,POOR YIELD
20,GOOD YIELD,GOOD YIELD
21,GOOD YIELD,GOOD YIELD
22,POOR YIELD,AVERAGE YIELD
23,POOR YIELD,POOR YIELD
24,BELOW AVERAGE YIELD,AVERAGE YIELD
25,BELOW AVERAGE YIELD,GOOD YIELD
26,GOOD YIELD,GOOD YIELD
27,POOR YIELD,GOOD YIELD
28,AVERAGE YIELD,AVERAGE YIELD
29,BELOW AVERAGE YIELD,GOOD YIELD
30,POOR YIELD,POOR YIELD
31,GOOD YIELD,GOOD YIELD
32,POOR YIELD,POOR YIELD
33,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
34,GOOD YIELD,GOOD YIELD
35,GOOD YIELD,GOOD YIELD
36,BELOW AVERAGE YIELD,AVERAGE YIELD
37,GOOD YIELD,AVERAGE YIELD
38,BELOW AVERAGE YIELD,GOOD YIELD
39,POOR YIELD,AVERAGE YIELD
40,POOR YIELD,POOR YIELD
41,GOOD YIELD,GOOD YIELD
42,AVERAGE YIELD,POOR YIELD
43,AVERAGE YIELD,GOOD YIELD
44,AVERAGE YIELD,BELOW AVERAGE YIELD
45,BELOW AVERAGE YIELD,GOOD YIELD
46,POOR YIELD,POOR YIELD
47,GOOD YIELD,AVERAGE YIELD
48,AVERAGE YIELD,AVERAGE YIELD
49,AVERAGE YIELD,GOOD YIELD
50,POOR YIELD,AVERAGE YIELD
51,GOOD YIELD,GOOD YIELD
52,AVERAGE YIELD,BELOW AVERAGE YIELD
53,GOOD YIELD,GOOD YIELD
54,GOOD YIELD,POOR YIELD
55,POOR YIELD,AVERAGE YIELD
56,BELOW AVERAGE YIELD,GOOD YIELD
57,POOR YIELD,AVERAGE YIELD
58,GOOD YIELD,AVERAGE YIELD
59,GOOD YIELD,POOR YIELD
60,POOR YIELD,GOOD YIELD
61,GOOD YIELD,GOOD YIELD
62,POOR YIELD,POOR YIELD
63,GOOD YIELD,AVERAGE YIELD
64,POOR YIELD,BELOW AVERAGE YIELD
65,AVERAGE YIELD,GOOD YIELD
66,POOR YIELD,GOOD YIELD
67,GOOD YIELD,POOR YIELD
68,GOOD YIELD,GOOD YIELD
69,GOOD YIELD,AVERAGE YIELD
70,GOOD YIELD,GOOD YIELD
71,AVERAGE YIELD,AVERAGE YIELD
72,AVERAGE YIELD,BELOW AVERAGE YIELD
73,GOOD YIELD,GOOD YIELD
74,POOR YIELD,BELOW AVERAGE YIELD
75,GOOD YIELD,AVERAGE YIELD
76,GOOD YIELD,AVERAGE YIELD
77,GOOD YIELD,BELOW AVERAGE YIELD
78,BELOW AVERAGE YIELD,POOR YIELD
79,GOOD YIELD,GOOD YIELD
80,AVERAGE YIELD,POOR YIELD
81,GOOD YIELD,POOR YIELD
82,GOOD YIELD,AVERAGE YIELD
83,POOR YIELD,POOR YIELD
84,GOOD YIELD,GOOD YIELD
85,AVERAGE YIELD,GOOD YIELD
86,GOOD YIELD,GOOD YIELD
87,BELOW AVERAGE YIELD,GOOD YIELD
88,BELOW AVERAGE YIELD,GOOD YIELD
89,POOR YIELD,GOOD YIELD
90,GOOD YIELD,AVERAGE YIELD
91,GOOD YIELD,POOR YIELD
92,POOR YIELD,POOR YIELD
93,AVERAGE YIELD,AVERAGE YIELD
94,GOOD YIELD,GOOD YIELD
95,GOOD YIELD,GOOD YIELD
96,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
97,GOOD YIELD,AVERAGE YIELD
98,AVERAGE YIELD,AVERAGE YIELD
99,GOOD YIELD,AVERAGE YIELD
100,POOR YIELD,POOR YIELD
101,AVERAGE YIELD,AVERAGE YIELD
102,POOR YIELD,POOR YIELD
103,POOR YIELD,POOR YIELD
104,GOOD YIELD,GOOD YIELD
105,GOOD YIELD,GOOD YIELD
106,POOR YIELD,GOOD YIELD
107,BELOW AVERAGE YIELD,GOOD YIELD
108,GOOD YIELD,AVERAGE YIELD
109,GOOD YIELD,BELOW AVERAGE YIELD
